Chrom.1,,Chrom.1,,Chrom.1,,Chrom.1,,Chrom.1,,Chrom.1,,Chrom.1,
UV 1_280,,Cond,,Conc B,,Injection,,Run Log,,Fraction,,"UV 1_280_CUT_TEMP@100,BASEM",
ml,mAU,ml,mS/cm,ml,%,ml,Injection,ml,Logbook,ml,Fraction,ml,mAU
203.053558,49.328934,,,,,,,,,,,203.061035,8.045399
203.061584,49.293999,,,,,,,,,,,203.069061,8.045399
203.069611,49.257114,,,,,,,,,,,203.077087,8.045399
203.077637,49.220158,,,,,,,,,,,203.085129,8.045399
203.085678,49.18446,,,,,,,,,,,203.093155,8.045399
203.093704,49.148216,,,,,,,,,,,203.101181,8.045399
203.10173,49.112503,,,,,,,,,,,203.109207,8.045399
203.109756,49.077187,,,,,,,,,,,203.117233,8.045399
203.117783,49.041931,,,,,,,,,,,203.125259,8.045399
203.125809,49.007313,,,,,,,,,,,203.133301,8.045412
203.13385,48.972736,,,,,,,,,,,203.141327,8.045426
203.141876,48.937786,,,,,,,,,,,203.149353,8.04544
203.149902,48.901325,,,,,,,,,,,203.157379,8.045454
203.157928,48.863956,,,,,,,,,,,203.165405,8.045467
203.165955,48.827579,,,,,,,,,,,203.173431,8.045481
203.173981,48.791744,,,,,,,,,,,203.181473,8.045495
203.182022,48.757141,,,,,,,,,,,203.189499,8.045508
203.190048,48.722435,,,,,,,,,,,203.197525,8.045523
203.198074,48.687004,,,,,,,,,,,203.205551,8.045536
203.2061,48.651173,,,,,,,,,,,203.213577,8.045536
203.214127,48.614483,,,,,,,,,,,203.221603,8.045536
203.222153,48.577534,,,,,,,,,,,203.229645,8.045536
203.230194,48.541107,,,,,,,,,,,203.237671,8.045536
203.23822,48.505402,,,,,,,,,,,203.245697,8.045536
203.246246,48.471188,,,,,,,,,,,203.253723,8.045536
203.254272,48.436607,,,,,,,,,,,203.261749,8.045536
203.262299,48.401775,,,,,,,,,,,203.269775,8.045536
203.270325,48.365452,,,,,,,,,,,203.277817,8.045536
203.278366,48.330307,,,,,,,,,,,203.285843,8.045536
203.286392,48.294094,,,,,,,,,,,203.293869,8.045548
203.294418,48.258743,,,,,,,,,,,203.301895,8.045561
203.302444,48.223419,,,,,,,,,,,203.309921,8.045573
203.310471,48.187332,,,,,,,,,,,203.317947,8.045586
203.318497,48.151409,,,,,,,,,,,203.325989,8.045599
203.326538,48.114582,,,,,,,,,,,203.334015,8.045611
203.334564,48.077984,,,,,,,,,,,203.342041,8.045624
203.34259,48.041492,,,,,,,,,,,203.350067,8.045636
203.350616,48.004707,,,,,,,,,,,203.358093,8.045649
203.358643,47.970192,,,,,,,,,,,203.366119,8.045661
203.366669,47.937111,,,,,,,,,,,203.374161,8.045661
203.37471,47.902397,,,,,,,,,,,203.382187,8.045661
203.382736,47.866589,,,,,,,,,,,203.390213,8.045661
203.390762,47.830528,,,,,,,,,,,203.398239,8.045661
203.398788,47.795063,,,,,,,,,,,203.406265,8.045661
203.406815,47.760399,,,,,,,,,,,203.414291,8.045661
203.414841,47.725018,,,,,,,,,,,203.422333,8.045661
203.422882,47.69054,,,,,,,,,,,203.430359,8.045661
203.430908,47.656113,,,,,,,,,,,203.438385,8.045661
203.438934,47.621216,,,,,,,,,,,203.446411,8.045661
203.44696,47.585361,,,,,,,,,,,203.454437,8.045661
203.454987,47.549908,,,,,,,,,,,203.462463,8.045661
203.463013,47.513771,,,,,,,,,,,203.470505,8.045661
203.471054,47.478775,,,,,,,,,,,203.478531,8.045661
203.47908,47.445415,,,,,,,,,,,203.486557,8.045661
203.487106,47.411488,,,,,,,,,,,203.494583,8.045661
203.495132,47.37767,,,,,,,,,,,203.502609,8.045661
203.503159,47.342693,,,,,,,,,,,203.510635,8.045661
203.511185,47.306465,,,,,,,,,,,203.518677,8.045661
203.519226,47.270538,,,,,,,,,,,203.526703,8.045661
203.527252,47.234951,,,,,,,,,,,203.534729,8.045672
203.535278,47.200809,,,,,,,,,,,203.542755,8.045684
203.543304,47.166664,,,,,,,,,,,203.550781,8.045695
203.551331,47.132095,,,,,,,,,,,203.558807,8.045707
203.559357,47.097446,,,,,,,,,,,203.566849,8.045717
203.567398,47.061314,,,,,,,,,,,203.574875,8.045729
203.575424,47.025761,,,,,,,,,,,203.582901,8.04574
203.58345,46.991196,,,,,,,,,,,203.590927,8.045752
203.591476,46.956318,,,,,,,,,,,203.598953,8.045763
203.599503,46.921856,,,,,,,,,,,203.606979,8.045774
203.607529,46.888077,,,,,,,,,,,203.615021,8.045774
203.61557,46.854092,,,,,,,,,,,203.623047,8.045774
203.623596,46.819538,,,,,,,,,,,203.631073,8.045774
203.631622,46.785206,,,,,,,,,,,203.639099,8.045774
203.639648,46.751629,,,,,,,,,,,203.647125,8.045774
203.647675,46.717571,,,,,,,,,,,203.655151,8.045774
203.655701,46.684555,,,,,,,,,,,203.663193,8.045774
203.663742,46.650421,,,,,,,,,,,203.671219,8.045774
203.671768,46.617687,,,,,,,,,,,203.679245,8.045774
203.679794,46.583267,,,,,,,,,,,203.687271,8.045774
203.68782,46.549107,,,,,,,,,,,203.695297,8.045774
203.695847,46.51506,,,,,,,,,,,203.703323,8.045774
203.703873,46.480476,,,,,,,,,,,203.711365,8.045774
203.711914,46.445934,,,,,,,,,,,203.719391,8.045774
203.71994,46.414268,,,,,,,,,,,203.727417,8.045774
203.727966,46.381325,,,,,,,,,,,203.735443,8.045774
203.735992,46.348408,,,,,,,,,,,203.743469,8.045774
203.744019,46.315689,,,,,,,,,,,203.751495,8.045774
203.752045,46.281414,,,,,,,,,,,203.759537,8.045774
203.760086,46.248161,,,,,,,,,,,203.767563,8.045774
203.768112,46.215313,,,,,,,,,,,203.775589,8.045785
203.776138,46.182003,,,,,,,,,,,203.783615,8.045795
203.784164,46.148941,,,,,,,,,,,203.791641,8.045805
203.792191,46.115173,,,,,,,,,,,203.799667,8.045815
203.800217,46.081879,,,,,,,,,,,203.807709,8.045826
203.808258,46.04903,,,,,,,,,,,203.815735,8.045836
203.816284,46.014767,,,,,,,,,,,203.823761,8.045847
203.82431,45.979431,,,,,,,,,,,203.831787,8.045856
203.832336,45.944912,,,,,,,,,,,203.839813,8.045867
203.840363,45.911037,,,,,,,,,,,203.847839,8.045877
203.848389,45.876518,,,,,,,,,,,203.855881,8.045877
203.85643,45.843105,,,,,,,,,,,203.863907,8.045877
203.864456,45.809177,,,,,,,,,,,203.871933,8.045877
203.872482,45.775318,,,,,,,,,,,203.879959,8.045877
203.880508,45.741535,,,,,,,,,,,203.887985,8.045877
203.888535,45.707733,,,,,,,,,,,203.896011,8.045877
203.896561,45.673584,,,,,,,,,,,203.904053,8.045877
203.904602,45.639854,,,,,,,,,,,203.912079,8.045877
203.912628,45.60619,,,,,,,,,,,203.920105,8.045877
203.920654,45.574173,,,,,,,,,,,203.928131,8.045877
203.92868,45.539551,,,,,,,,,,,203.936157,8.045887
203.936707,45.505924,,,,,,,,,,,203.944183,8.045897
203.944733,45.472031,,,,,,,,,,,203.952225,8.045905
203.952774,45.437706,,,,,,,,,,,203.960251,8.045915
203.9608,45.40546,,,,,,,,,,,203.968277,8.045924
203.968826,45.372787,,,,,,,,,,,203.976303,8.045934
203.976852,45.339085,,,,,,,,,,,203.984329,8.045943
203.984879,45.306694,,,,,,,,,,,203.992355,8.045952
203.992905,45.273438,,,,,,,,,,,204.000397,8.045961
204.000946,45.240391,,,,,,,,,,,204.008423,8.045971
204.008972,45.207401,,,,,,,,,,,204.016449,8.045971
204.016998,45.17408,,,,,,,,,,,204.024475,8.045971
204.025024,45.141048,,,,,,,,,,,204.032501,8.045971
204.033051,45.108837,,,,,,,,,,,204.040527,8.045971
204.041077,45.076656,,,,,,,,,,,204.048569,8.045971
204.049118,45.043613,,,,,,,,,,,204.056595,8.045971
204.057144,45.010864,,,,,,,,,,,204.064621,8.045971
204.06517,44.978065,,,,,,,,,,,204.072647,8.045971
204.073196,44.944672,,,,,,,,,,,204.080673,8.045971
204.081223,44.911892,,,,,,,,,,,204.088699,8.045971
204.089249,44.879227,,,,,,,,,,,204.096741,8.045971
204.09729,44.84692,,,,,,,,,,,204.104767,8.045971
204.105316,44.814854,,,,,,,,,,,204.112793,8.045971
204.113342,44.782604,,,,,,,,,,,204.120819,8.045971
204.121368,44.748962,,,,,,,,,,,204.128845,8.045971
204.129395,44.715961,,,,,,,,,,,204.136871,8.045971
204.137421,44.68269,,,,,,,,,,,204.144913,8.045971
204.145462,44.649395,,,,,,,,,,,204.152939,8.045971
204.153488,44.616669,,,,,,,,,,,204.160965,8.045971
204.161514,44.583389,,,,,,,,,,,204.168991,8.045971
204.16954,44.550163,,,,,,,,,,,204.177017,8.045979
204.177567,44.517025,,,,,,,,,,,204.185043,8.045988
204.185593,44.484863,,,,,,,,,,,204.193085,8.045997
204.193634,44.451878,,,,,,,,,,,204.201111,8.046005
204.20166,44.419357,,,,,,,,,,,204.209137,8.046014
204.209686,44.387024,,,,,,,,,,,204.217163,8.046022
204.217712,44.354694,,,,,,,,,,,204.225189,8.046031
204.225739,44.322472,,,,,,,,,,,204.233215,8.04604
204.233765,44.290657,,,,,,,,,,,204.241257,8.046048
204.241806,44.258514,,,,,,,,,,,204.249283,8.046057
204.249832,44.225529,,,,,,,,,,,204.257309,8.046057
204.257858,44.191925,,,,,,,,,,,204.265335,8.046057
204.265884,44.158237,,,,,,,,,,,204.273361,8.046057
204.273911,44.124928,,,,,,,,,,,204.281387,8.046057
204.281937,44.092079,,,,,,,,,,,204.289429,8.046057
204.289978,44.059303,,,,,,,,,,,204.297455,8.046057
204.298004,44.026833,,,,,,,,,,,204.305481,8.046057
204.30603,43.994961,,,,,,,,,,,204.313507,8.046057
204.314056,43.962078,,,,,,,,,,,204.321533,8.046057
204.322083,43.928452,,,,,,,,,,,204.329559,8.046057
204.330109,43.897453,,,,,,,,,,,204.337601,8.046064
204.33815,43.865078,,,,,,,,,,,204.345627,8.046072
204.346176,43.835098,,,,,,,,,,,204.353653,8.04608
204.354202,43.804623,,,,,,,,,,,204.361679,8.046087
204.362228,43.772449,,,,,,,,,,,204.369705,8.046095
204.370255,43.740627,,,,,,,,,,,204.377731,8.046103
204.378281,43.708195,,,,,,,,,,,204.385773,8.046111
204.386322,43.676601,,,,,,,,,,,204.393799,8.046119
204.394348,43.644302,,,,,,,,,,,204.401825,8.046126
204.402374,43.611477,,,,,,,,,,,204.409851,8.046134
204.4104,43.578354,,,,,,,,,,,204.417877,8.046134
204.418427,43.5467,,,,,,,,,,,204.425903,8.046134
204.426453,43.514874,,,,,,,,,,,204.433945,8.046134
204.434494,43.482273,,,,,,,,,,,204.441971,8.046134
204.44252,43.450016,,,,,,,,,,,204.449997,8.046134
204.450546,43.417934,,,,,,,,,,,204.458023,8.046134
204.458572,43.387363,,,,,,,,,,,204.466049,8.046134
204.466599,43.357841,,,,,,,,,,,204.474075,8.046134
204.474625,43.327976,,,,,,,,,,,204.482117,8.046134
204.482666,43.297485,,,,,,,,,,,204.490143,8.046134
204.490692,43.267109,,,,,,,,,,,204.498169,8.046141
204.498718,43.236248,,,,,,,,,,,204.506195,8.046148
204.506744,43.203407,,,,,,,,,,,204.514221,8.046155
204.514771,43.170696,,,,,,,,,,,204.522247,8.046163
204.522797,43.139961,,,,,,,,,,,204.530289,8.046169
204.530838,43.109436,,,,,,,,,,,204.538315,8.046176
204.538864,43.077812,,,,,,,,,,,204.546341,8.046184
204.54689,43.045395,,,,,,,,,,,204.554367,8.04619
204.554916,43.012508,,,,,,,,,,,204.562393,8.046198
204.562943,42.979801,,,,,,,,,,,204.570419,8.046205
204.570969,42.947437,,,,,,,,,,,204.578461,8.046205
204.57901,42.915325,,,,,,,,,,,204.586487,8.046205
204.587036,42.884132,,,,,,,,,,,204.594513,8.046205
204.595062,42.851528,,,,,,,,,,,204.602539,8.046205
204.603088,42.821022,,,,,,,,,,,204.610565,8.046205
204.611115,42.790813,,,,,,,,,,,204.618591,8.046205
204.619141,42.758972,,,,,,,,,,,204.626633,8.046205
204.627182,42.726498,,,,,,,,,,,204.634659,8.046205
204.635208,42.69487,,,,,,,,,,,204.642685,8.046205
204.643234,42.663074,,,,,,,,,,,204.650711,8.046205
204.65126,42.631954,,,,,,,,,,,204.658737,8.046211
204.659286,42.601833,,,,,,,,,,,204.666763,8.046217
204.667313,42.570431,,,,,,,,,,,204.674805,8.046224
204.675354,42.538235,,,,,,,,,,,204.682831,8.04623
204.68338,42.50602,,,,,,,,,,,204.690857,8.046236
204.691406,42.474571,,,,,,,,,,,204.698883,8.046243
204.699432,42.443413,,,,,,,,,,,204.706909,8.046249
204.707458,42.412537,,,,,,,,,,,204.714935,8.046256
204.715485,42.382332,,,,,,,,,,,204.722977,8.046262
204.723526,42.351524,,,,,,,,,,,204.731003,8.046268
204.731552,42.3209,,,,,,,,,,,204.739029,8.046268
204.739578,42.290424,,,,,,,,,,,204.747055,8.046268
204.747604,42.259571,,,,,,,,,,,204.755081,8.046268
204.75563,42.229061,,,,,,,,,,,204.763107,8.046268
204.763657,42.197926,,,,,,,,,,,204.771149,8.046268
204.771698,42.167679,,,,,,,,,,,204.779175,8.046268
204.779724,42.137383,,,,,,,,,,,204.787201,8.046268
204.78775,42.108124,,,,,,,,,,,204.795227,8.046268
204.795776,42.078247,,,,,,,,,,,204.803253,8.046268
204.803802,42.047192,,,,,,,,,,,204.811279,8.046268
204.811829,42.016361,,,,,,,,,,,204.819321,8.046274
204.81987,41.984863,,,,,,,,,,,204.827347,8.04628
204.827896,41.954994,,,,,,,,,,,204.835373,8.046286
204.835922,41.926453,,,,,,,,,,,204.843399,8.046291
204.843948,41.897297,,,,,,,,,,,204.851425,8.046297
204.851974,41.867744,,,,,,,,,,,204.859451,8.046304
204.860001,41.837406,,,,,,,,,,,204.867493,8.046309
204.868042,41.805843,,,,,,,,,,,204.875519,8.046315
204.876068,41.775387,,,,,,,,,,,204.883545,8.046321
204.884094,41.744682,,,,,,,,,,,204.891571,8.046327
204.89212,41.714241,,,,,,,,,,,204.899597,8.046327
204.900146,41.683437,,,,,,,,,,,204.907623,8.046327
204.908173,41.652264,,,,,,,,,,,204.915665,8.046327
204.916214,41.621143,,,,,,,,,,,204.923691,8.046327
204.92424,41.59045,,,,,,,,,,,204.931717,8.046327
204.932266,41.559433,,,,,,,,,,,204.939743,8.046327
204.940292,41.527802,,,,,,,,,,,204.947769,8.046327
204.948318,41.496536,,,,,,,,,,,204.955795,8.046327
204.956345,41.465595,,,,,,,,,,,204.963837,8.046327
204.964386,41.435417,,,,,,,,,,,204.971863,8.046327
204.972412,41.405281,,,,,,,,,,,204.979889,8.046327
204.980438,41.374634,,,,,,,,,,,204.987915,8.046327
204.988464,41.344032,,,,,,,,,,,204.995941,8.046327
204.99649,41.313068,,,,,,,,,,,205.003967,8.046327
205.004517,41.281754,,,,,,,,,,,205.012009,8.046327
205.012558,41.252476,,,,,,,,,,,205.020035,8.046327
205.020584,41.221516,,,,,,,,,,,205.028061,8.046327
205.02861,41.190411,,,,,,,,,,,205.036087,8.046327
205.036636,41.160385,,,,,,,,,,,205.044113,8.046327
205.044662,41.129032,,,,,,,,,,,205.052139,8.046327
205.052689,41.097767,,,,,,,,,,,205.060181,8.046327
205.06073,41.066517,,,,,,,,,,,205.068207,8.046327
205.068756,41.035473,,,,,,,,,,,205.076233,8.046327
205.076782,41.005749,,,,,,,,,,,205.084259,8.046327
205.084808,40.975109,,,,,,,,,,,205.092285,8.046327
205.092834,40.944866,,,,,,,,,,,205.100311,8.046327
205.100861,40.914757,,,,,,,,,,,205.108353,8.046327
205.108902,40.884567,,,,,,,,,,,205.116379,8.046327
205.116928,40.85429,,,,,,,,,,,205.124405,8.046327
205.124954,40.82357,,,,,,,,,,,205.132431,8.046327
205.13298,40.792664,,,,,,,,,,,205.140457,8.046337
205.141006,40.762814,,,,,,,,,,,205.148483,8.046348
205.149033,40.732723,,,,,,,,,,,205.156525,8.046357
205.157074,40.702152,,,,,,,,,,,205.164551,8.046368
205.1651,40.672508,,,,,,,,,,,205.172577,8.046378
205.173126,40.642776,,,,,,,,,,,205.180603,8.046389
205.181152,40.61377,,,,,,,,,,,205.188629,8.046399
205.189178,40.584373,,,,,,,,,,,205.196655,8.046409
205.197205,40.554508,,,,,,,,,,,205.204697,8.046419
205.205246,40.524006,,,,,,,,,,,205.212723,8.04643
205.213272,40.494225,,,,,,,,,,,205.220749,8.04643
205.221298,40.463356,,,,,,,,,,,205.228775,8.04643
205.229324,40.433586,,,,,,,,,,,205.236801,8.04643
205.23735,40.404995,,,,,,,,,,,205.244827,8.04643
205.245377,40.374107,,,,,,,,,,,205.252869,8.04643
205.253418,40.343288,,,,,,,,,,,205.260895,8.04643
205.261444,40.314278,,,,,,,,,,,205.268921,8.04643
205.26947,40.285759,,,,,,,,,,,205.276947,8.04643
205.277496,40.255962,,,,,,,,,,,205.284973,8.04643
205.285522,40.225346,,,,,,,,,,,205.292999,8.04643
205.293549,40.19492,,,,,,,,,,,205.301041,8.04643
205.30159,40.165001,,,,,,,,,,,205.309067,8.04643
205.309616,40.135105,,,,,,,,,,,205.317093,8.04643
205.317642,40.106377,,,,,,,,,,,205.325119,8.04643
205.325668,40.077038,,,,,,,,,,,205.333145,8.04643
205.333694,40.047905,,,,,,,,,,,205.341171,8.04643
205.341721,40.018795,,,,,,,,,,,205.349213,8.04643
205.349762,39.988918,,,,,,,,,,,205.357239,8.04643
205.357788,39.959961,,,,,,,,,,,205.365265,8.04643
205.365814,39.930775,,,,,,,,,,,205.373291,8.04643
205.37384,39.900105,,,,,,,,,,,205.381317,8.04643
205.381866,39.869041,,,,,,,,,,,205.389343,8.04643
205.389893,39.837971,,,,,,,,,,,205.397385,8.04643
205.397934,39.807137,,,,,,,,,,,205.405411,8.04643
205.40596,39.776978,,,,,,,,,,,205.413437,8.04643
205.413986,39.747314,,,,,,,,,,,205.421463,8.04643
205.422012,39.716938,,,,,,,,,,,205.429489,8.04643
205.430038,39.687946,,,,,,,,,,,205.437515,8.04643
205.438065,39.659081,,,,,,,,,,,205.445557,8.04643
205.446106,39.629684,,,,,,,,,,,205.453583,8.04643
205.454132,39.600983,,,,,,,,,,,205.461609,8.046438
205.462158,39.571964,,,,,,,,,,,205.469635,8.046447
205.470184,39.54269,,,,,,,,,,,205.477661,8.046454
205.47821,39.512398,,,,,,,,,,,205.485687,8.046463
205.486237,39.482784,,,,,,,,,,,205.493729,8.046472
205.494278,39.453865,,,,,,,,,,,205.501755,8.04648
205.502304,39.424595,,,,,,,,,,,205.509781,8.046489
205.51033,39.395889,,,,,,,,,,,205.517807,8.046496
205.518356,39.366989,,,,,,,,,,,205.525833,8.046505
205.526382,39.336922,,,,,,,,,,,205.533859,8.046514
205.534409,39.307381,,,,,,,,,,,205.541901,8.046514
205.54245,39.277733,,,,,,,,,,,205.549927,8.046514
205.550476,39.248688,,,,,,,,,,,205.557953,8.046514
205.558502,39.219925,,,,,,,,,,,205.565979,8.046514
205.566528,39.190769,,,,,,,,,,,205.574005,8.046514
205.574554,39.161633,,,,,,,,,,,205.582031,8.046514
205.582581,39.133862,,,,,,,,,,,205.590073,8.046514
205.590622,39.106136,,,,,,,,,,,205.598099,8.046514
205.598648,39.077732,,,,,,,,,,,205.606125,8.046514
205.606674,39.049576,,,,,,,,,,,205.614151,8.046514
205.6147,39.02145,,,,,,,,,,,205.622177,8.046514
205.622726,38.993244,,,,,,,,,,,205.630203,8.046514
205.630753,38.965141,,,,,,,,,,,205.638245,8.046514
205.638794,38.937466,,,,,,,,,,,205.646271,8.046514
205.64682,38.908455,,,,,,,,,,,205.654297,8.046514
205.654846,38.87899,,,,,,,,,,,205.662323,8.046514
205.662872,38.848938,,,,,,,,,,,205.670349,8.046514
205.670898,38.820229,,,,,,,,,,,205.678375,8.046514
205.678925,38.790112,,,,,,,,,,,205.686417,8.046514
205.686966,38.762428,,,,,,,,,,,205.694443,8.046514
205.694992,38.733929,,,,,,,,,,,205.702469,8.046514
205.703018,38.706173,,,,,,,,,,,205.710495,8.046514
205.711044,38.676052,,,,,,,,,,,205.718521,8.046514
205.71907,38.646858,,,,,,,,,,,205.726547,8.046514
205.727097,38.618763,,,,,,,,,,,205.734589,8.046514
205.735138,38.590866,,,,,,,,,,,205.742615,8.046514
205.743164,38.562725,,,,,,,,,,,205.750641,8.046514
205.75119,38.534664,,,,,,,,,,,205.758667,8.046514
205.759216,38.506882,,,,,,,,,,,205.766693,8.046514
205.767242,38.478359,,,,,,,,,,,205.774719,8.046514
205.775269,38.449406,,,,,,,,,,,205.782761,8.04652
205.78331,38.42025,,,,,,,,,,,205.790787,8.046528
205.791336,38.391083,,,,,,,,,,,205.798813,8.046535
205.799362,38.362568,,,,,,,,,,,205.806839,8.046541
205.807388,38.333878,,,,,,,,,,,205.814865,8.046549
205.815414,38.305588,,,,,,,,,,,205.822891,8.046556
205.823441,38.276951,,,,,,,,,,,205.830933,8.046562
205.831482,38.247147,,,,,,,,,,,205.838959,8.046569
205.839508,38.217991,,,,,,,,,,,205.846985,8.046576
205.847534,38.188129,,,,,,,,,,,205.855011,8.046583
205.85556,38.158627,,,,,,,,,,,205.863037,8.046583
205.863586,38.130531,,,,,,,,,,,205.871063,8.046583
205.871613,38.103752,,,,,,,,,,,205.879105,8.046583
205.879654,38.075928,,,,,,,,,,,205.887131,8.046583
205.88768,38.048828,,,,,,,,,,,205.895157,8.046583
205.895706,38.019951,,,,,,,,,,,205.903183,8.046583
205.903732,37.99078,,,,,,,,,,,205.911209,8.046583
205.911758,37.961113,,,,,,,,,,,205.919235,8.046583
205.919785,37.933163,,,,,,,,,,,205.927277,8.046583
205.927826,37.905079,,,,,,,,,,,205.935303,8.046583
205.935852,37.876575,,,,,,,,,,,205.943329,8.046583
205.943878,37.847893,,,,,,,,,,,205.951355,8.046583
205.951904,37.818684,,,,,,,,,,,205.959381,8.046583
205.95993,37.790184,,,,,,,,,,,205.967407,8.046583
205.967957,37.760075,,,,,,,,,,,205.975449,8.046583
205.975998,37.730549,,,,,,,,,,,205.983475,8.046583
205.984024,37.701702,,,,,,,,,,,205.991501,8.046583
205.99205,37.673462,,,,,,,,,,,205.999527,8.046583
206.000076,37.644928,,,,,,,,,,,206.007553,8.046583
206.008102,37.616268,,,,,,,,,,,206.015579,8.046583
206.016129,37.587833,,,,,,,,,,,206.023621,8.046589
206.02417,37.558353,,,,,,,,,,,206.031647,8.046595
206.032196,37.529148,,,,,,,,,,,206.039673,8.0466
206.040222,37.501492,,,,,,,,,,,206.047699,8.046606
206.048248,37.474548,,,,,,,,,,,206.055725,8.046612
206.056274,37.447773,,,,,,,,,,,206.063751,8.046618
206.064301,37.421257,,,,,,,,,,,206.071793,8.046623
206.072342,37.39426,,,,,,,,,,,206.079819,8.046629
206.080368,37.36615,,,,,,,,,,,206.087845,8.046635
206.088394,37.338913,,,,,,,,,,,206.095871,8.04664
206.09642,37.311325,,,,,,,,,,,206.103897,8.04664
206.104446,37.28286,,,,,,,,,,,206.111923,8.04664
206.112473,37.255859,,,,,,,,,,,206.119965,8.04664
206.120514,37.228779,,,,,,,,,,,206.127991,8.04664
206.12854,37.20327,,,,,,,,,,,206.136017,8.04664
206.136566,37.175037,,,,,,,,,,,206.144043,8.04664
206.144592,37.145947,,,,,,,,,,,206.152069,8.04664
206.152618,37.118515,,,,,,,,,,,206.160095,8.04664
206.160645,37.09267,,,,,,,,,,,206.168137,8.04664
206.168686,37.065559,,,,,,,,,,,206.176163,8.04664
206.176712,37.039673,,,,,,,,,,,206.184189,8.04664
206.184738,37.012913,,,,,,,,,,,206.192215,8.04664
206.192764,36.986053,,,,,,,,,,,206.200241,8.04664
206.20079,36.95755,,,,,,,,,,,206.208267,8.04664
206.208817,36.928875,,,,,,,,,,,206.216309,8.04664
206.216858,36.900509,,,,,,,,,,,206.224335,8.04664
206.224884,36.873066,,,,,,,,,,,206.232361,8.04664
206.23291,36.846493,,,,,,,,,,,206.240387,8.04664
206.240936,36.820572,,,,,,,,,,,206.248413,8.04664
206.248962,36.793041,,,,,,,,,,,206.256439,8.04664
206.256989,36.763565,,,,,,,,,,,206.264481,8.046645
206.26503,36.734482,,,,,,,,,,,206.272507,8.04665
206.273056,36.706085,,,,,,,,,,,206.280533,8.046655
206.281082,36.677692,,,,,,,,,,,206.288559,8.046659
206.289108,36.649113,,,,,,,,,,,206.296585,8.046664
206.297134,36.619743,,,,,,,,,,,206.304611,8.046669
206.305161,36.591667,,,,,,,,,,,206.312653,8.046674
206.313202,36.563583,,,,,,,,,,,206.320679,8.046679
206.321228,36.535023,,,,,,,,,,,206.328705,8.046683
206.329254,36.506462,,,,,,,,,,,206.336731,8.046688
206.33728,36.477608,,,,,,,,,,,206.344757,8.046688
206.345306,36.451027,,,,,,,,,,,206.352783,8.046688
206.353333,36.423927,,,,,,,,,,,206.360825,8.046688
206.361374,36.396004,,,,,,,,,,,206.368851,8.046688
206.3694,36.366833,,,,,,,,,,,206.376877,8.046688
206.377426,36.337505,,,,,,,,,,,206.384903,8.046688
206.385452,36.307926,,,,,,,,,,,206.392929,8.046688
206.393478,36.280148,,,,,,,,,,,206.400955,8.046688
206.401505,36.253025,,,,,,,,,,,206.408997,8.046688
206.409546,36.22823,,,,,,,,,,,206.417023,8.046688
206.417572,36.203148,,,,,,,,,,,206.425049,8.046688
206.425598,36.175694,,,,,,,,,,,206.433075,8.046688
206.433624,36.147923,,,,,,,,,,,206.441101,8.046688
206.44165,36.121006,,,,,,,,,,,206.449127,8.046688
206.449677,36.094162,,,,,,,,,,,206.457169,8.046688
206.457718,36.067608,,,,,,,,,,,206.465195,8.046688
206.465744,36.041515,,,,,,,,,,,206.473221,8.046688
206.47377,36.014362,,,,,,,,,,,206.481247,8.046688
206.481796,35.986877,,,,,,,,,,,206.489273,8.046688
206.489822,35.960011,,,,,,,,,,,206.497299,8.046688
206.497849,35.933491,,,,,,,,,,,206.505341,8.046692
206.50589,35.906647,,,,,,,,,,,206.513367,8.046696
206.513916,35.879242,,,,,,,,,,,206.521393,8.0467
206.521942,35.85321,,,,,,,,,,,206.529419,8.046703
206.529968,35.826984,,,,,,,,,,,206.537445,8.046707
206.537994,35.800945,,,,,,,,,,,206.545471,8.046712
206.546021,35.774315,,,,,,,,,,,206.553513,8.046716
206.554062,35.746952,,,,,,,,,,,206.561539,8.04672
206.562088,35.71941,,,,,,,,,,,206.569565,8.046723
206.570114,35.692543,,,,,,,,,,,206.577591,8.046727
206.57814,35.66589,,,,,,,,,,,206.585617,8.046727
206.586166,35.640263,,,,,,,,,,,206.593643,8.046727
206.594193,35.615944,,,,,,,,,,,206.601685,8.046727
206.602234,35.589008,,,,,,,,,,,206.609711,8.046727
206.61026,35.56065,,,,,,,,,,,206.617737,8.046727
206.618286,35.532604,,,,,,,,,,,206.625763,8.046727
206.626312,35.504589,,,,,,,,,,,206.633789,8.046727
206.634338,35.479126,,,,,,,,,,,206.641815,8.046727
206.642365,35.452621,,,,,,,,,,,206.649857,8.046727
206.650406,35.425388,,,,,,,,,,,206.657883,8.046727
206.658432,35.39809,,,,,,,,,,,206.665909,8.04673
206.666458,35.370991,,,,,,,,,,,206.673935,8.046734
206.674484,35.3438,,,,,,,,,,,206.681961,8.046737
206.68251,35.317314,,,,,,,,,,,206.689987,8.04674
206.690536,35.290348,,,,,,,,,,,206.698029,8.046743
206.698578,35.2631,,,,,,,,,,,206.706055,8.046746
206.706604,35.236725,,,,,,,,,,,206.714081,8.046749
206.71463,35.210651,,,,,,,,,,,206.722107,8.046752
206.722656,35.183887,,,,,,,,,,,206.730133,8.046756
206.730682,35.15601,,,,,,,,,,,206.738159,8.046759
206.738708,35.128395,,,,,,,,,,,206.746201,8.046759
206.74675,35.101494,,,,,,,,,,,206.754227,8.046759
